country,date,year_month,export_value,import_value,trade_balance
나이지리아,2025-09-01,2025-09,61071,9409,51662
나이지리아,2025-10-01,2025-10,43303,74770,-31467
나이지리아,2025-11-01,2025-11,34292,3595,30697
나이지리아,2025-12-01,2025-12,45800,67712,-21913
나이지리아,2026-01-01,2026-01,36194,108994,-72800
나이지리아,2026-02-01,2026-02,36093,47219,-11126
나이지리아,2026-03-01,2026-03,54720,36660,18060
나이지리아,2026-04-01,2026-04,42445,199764,-157319
나이지리아,2026-05-01,2026-05,53315,110638,-57323
나이지리아,2026-06-01,2026-06,57751,185083,-127331
나이지리아,2026-07-01,2026-07,56105,192062,-135956
남수단,2024-01-01,2024-01,234,0,234
남수단,2024-02-01,2024-02,507,1,506
남수단,2024-03-01,2024-03,177,12,165
남수단,2024-04-01,2024-04,16,0,16
남수단,2024-05-01,2024-05,1,0,1
남수단,2024-06-01,2024-06,110,0,110
남수단,2024-07-01,2024-07,30,0,30
남수단,2024-08-01,2024-08,322,0,322
남수단,2024-09-01,2024-09,2,0,2
남수단,2024-10-01,2024-10,340,0,340
남수단,2024-11-01,2024-11,47,0,47
남수단,2024-12-01,2024-12,4347,0,4347
남수단,2025-01-01,2025-01,3219,0,3218
남수단,2025-02-01,2025-02,2838,18,2819
남수단,2025-03-01,2025-03,3122,14,3108
남수단,2025-04-01,2025-04,326,0,326
남수단,2025-05-01,2025-05,513,68,445
남수단,2025-06-01,2025-06,2580,0,2580
남수단,2025-07-01,2025-07,1093,0,1093
남수단,2025-08-01,2025-08,1035,0,1035
남수단,2025-09-01,2025-09,1108,0,1108
남수단,2025-10-01,2025-10,22,14,7
남수단,2025-11-01,2025-11,0,0,0
남수단,2025-12-01,2025-12,0,0,0
남수단,2026-01-01,2026-01,371,0,371
남수단,2026-02-01,2026-02,0,0,0
남수단,2026-03-01,2026-03,18,0,18
남수단,2026-04-01,2026-04,681,0,681
남수단,2026-05-01,2026-05,9,0,9
남수단,2026-06-01,2026-06,809,0,809
남수단,2026-07-01,2026-07,17,0,17
남아프리카공화국,2024-01-01,2024-01,59122,221256,-162134
남아프리카공화국,2024-02-01,2024-02,56296,288088,-231792
남아프리카공화국,2024-03-01,2024-03,66886,162351,-95465
남아프리카공화국,2024-04-01,2024-04,55376,200455,-145079
남아프리카공화국,2024-05-01,2024-05,52024,298667,-246644
남아프리카공화국,2024-06-01,2024-06,72297,174651,-102353
남아프리카공화국,2024-07-01,2024-07,64887,126364,-61478
남아프리카공화국,2024-08-01,2024-08,59482,138104,-78622
남아프리카공화국,2024-09-01,2024-09,50299,200657,-150358
남아프리카공화국,2024-10-01,2024-10,48184,237095,-188911
남아프리카공화국,2024-11-01,2024-11,49451,245825,-196375
남아프리카공화국,2024-12-01,2024-12,72863,335605,-262742
남아프리카공화국,2025-01-01,2025-01,39935,263378,-223444
남아프리카공화국,2025-02-01,2025-02,45008,247938,-202930
남아프리카공화국,2025-03-01,2025-03,67854,114157,-46303
남아프리카공화국,2025-04-01,2025-04,72997,213877,-140880
남아프리카공화국,2025-05-01,2025-05,56249,129707,-73458
남아프리카공화국,2025-06-01,2025-06,62352,121807,-59455
남아프리카공화국,2025-07-01,2025-07,67697,154458,-86761
남아프리카공화국,2025-08-01,2025-08,74450,170814,-96365
남아프리카공화국,2025-09-01,2025-09,107750,173384,-65634
남아프리카공화국,2025-10-01,2025-10,37644,139600,-101957
남아프리카공화국,2025-11-01,2025-11,55633,213946,-158313
남아프리카공화국,2025-12-01,2025-12,77734,283957,-206224
남아프리카공화국,2026-01-01,2026-01,62800,388719,-325919
남아프리카공화국,2026-02-01,2026-02,48086,318004,-269918
남아프리카공화국,2026-03-01,2026-03,78335,266805,-188470
남아프리카공화국,2026-04-01,2026-04,80192,152783,-72591
남아프리카공화국,2026-05-01,2026-05,62788,292359,-229571
남아프리카공화국,2026-06-01,2026-06,76534,224485,-147951
남아프리카공화국,2026-07-01,2026-07,68347,273135,-204787
남조지아 & 남샌드위치 군도,2024-01-01,2024-01,0,0,0
남조지아 & 남샌드위치 군도,2024-02-01,2024-02,0,1,-1
남조지아 & 남샌드위치 군도,2024-03-01,2024-03,0,1,-1
남조지아 & 남샌드위치 군도,2024-04-01,2024-04,46,0,46
남조지아 & 남샌드위치 군도,2024-05-01,2024-05,0,0,0
남조지아 & 남샌드위치 군도,2024-06-01,2024-06,3,5,-2
남조지아 & 남샌드위치 군도,2024-07-01,2024-07,10,0,9
남조지아 & 남샌드위치 군도,2024-08-01,2024-08,0,1,-1
남조지아 & 남샌드위치 군도,2024-09-01,2024-09,0,0,0
남조지아 & 남샌드위치 군도,2024-10-01,2024-10,0,2,-2
남조지아 & 남샌드위치 군도,2024-11-01,2024-11,0,0,0
남조지아 & 남샌드위치 군도,2024-12-01,2024-12,0,0,0
남조지아 & 남샌드위치 군도,2025-01-01,2025-01,0,0,0
남조지아 & 남샌드위치 군도,2025-02-01,2025-02,11,0,11
남조지아 & 남샌드위치 군도,2025-03-01,2025-03,0,0,0
남조지아 & 남샌드위치 군도,2025-04-01,2025-04,0,0,0
남조지아 & 남샌드위치 군도,2025-05-01,2025-05,0,2,-2
남조지아 & 남샌드위치 군도,2025-06-01,2025-06,0,1,-1
남조지아 & 남샌드위치 군도,2025-07-01,2025-07,0,0,0
남조지아 & 남샌드위치 군도,2025-08-01,2025-08,0,0,0
남조지아 & 남샌드위치 군도,2025-09-01,2025-09,0,0,0
남조지아 & 남샌드위치 군도,2025-10-01,2025-10,0,0,0
남조지아 & 남샌드위치 군도,2025-11-01,2025-11,0,0,0
남조지아 & 남샌드위치 군도,2025-12-01,2025-12,0,0,0
남조지아 & 남샌드위치 군도,2026-01-01,2026-01,0,0,0
남조지아 & 남샌드위치 군도,2026-02-01,2026-02,8,0,8
남조지아 & 남샌드위치 군도,2026-03-01,2026-03,0,0,0
남조지아 & 남샌드위치 군도,2026-04-01,2026-04,0,5,-5
남조지아 & 남샌드위치 군도,2026-05-01,2026-05,0,1,-1
남조지아 & 남샌드위치 군도,2026-06-01,2026-06,0,0,0
남조지아 & 남샌드위치 군도,2026-07-01,2026-07,0,0,0
네덜란드,2024-01-01,2024-01,537973,288616,249357
네덜란드,2024-02-01,2024-02,587083,564400,22683
네덜란드,2024-03-01,2024-03,706082,692047,14035
네덜란드,2024-04-01,2024-04,577686,468368,109318
네덜란드,2024-05-01,2024-05,550288,539538,10751
네덜란드,2024-06-01,2024-06,480559,721330,-240770
네덜란드,2024-07-01,2024-07,618512,264057,354455
네덜란드,2024-08-01,2024-08,497721,394462,103260
네덜란드,2024-09-01,2024-09,616412,1217287,-600876
네덜란드,2024-10-01,2024-10,536975,516059,20916
네덜란드,2024-11-01,2024-11,567845,1067268,-499423
네덜란드,2024-12-01,2024-12,521531,1440374,-918843
네덜란드,2025-01-01,2025-01,458102,484397,-26295
네덜란드,2025-02-01,2025-02,578872,746249,-167376
네덜란드,2025-03-01,2025-03,655219,1609234,-954015
네덜란드,2025-04-01,2025-04,825085,546848,278237
네덜란드,2025-05-01,2025-05,838724,633220,205504
네덜란드,2025-06-01,2025-06,758376,810402,-52026
네덜란드,2025-07-01,2025-07,969714,711782,257932
네덜란드,2025-08-01,2025-08,875032,596168,278865
네덜란드,2025-09-01,2025-09,959711,1448693,-488982
네덜란드,2025-10-01,2025-10,830323,657563,172760
네덜란드,2025-11-01,2025-11,820092,855195,-35103
네덜란드,2025-12-01,2025-12,1051001,953213,97788
네덜란드,2026-01-01,2026-01,695251,1083862,-388610
네덜란드,2026-02-01,2026-02,1017721,1495624,-477903
네덜란드,2026-03-01,2026-03,1464541,1562040,-97499
네덜란드,2026-04-01,2026-04,1054937,1088099,-33162
네덜란드,2026-05-01,2026-05,1298149,1371006,-72857
네덜란드,2026-06-01,2026-06,1394426,1338844,55582
네덜란드,2026-07-01,2026-07,3108773,1081859,2026914
네덜란드 열도,2024-01-01,2024-01,48,0,48
네덜란드 열도,2024-02-01,2024-02,1783,33,1750
네덜란드 열도,2024-03-01,2024-03,54,4,50
네덜란드 열도,2024-04-01,2024-04,79,17,62
네덜란드 열도,2024-05-01,2024-05,85,0,85
네덜란드 열도,2024-06-01,2024-06,76,0,76
네덜란드 열도,2024-07-01,2024-07,33,0,33
네덜란드 열도,2024-08-01,2024-08,68,2,66
네덜란드 열도,2024-09-01,2024-09,39,0,39
네덜란드 열도,2024-10-01,2024-10,238,1,237
네덜란드 열도,2024-11-01,2024-11,5,0,5
네덜란드 열도,2024-12-01,2024-12,138,182,-44
네덜란드 열도,2025-01-01,2025-01,27,0,27
네덜란드 열도,2025-02-01,2025-02,38,0,38
네덜란드 열도,2025-03-01,2025-03,20,20,0
네덜란드 열도,2025-04-01,2025-04,36,0,36
네덜란드 열도,2025-05-01,2025-05,81,0,81
네덜란드 열도,2025-06-01,2025-06,60,0,60
네덜란드 열도,2025-07-01,2025-07,23,0,23
네덜란드 열도,2025-08-01,2025-08,8,0,8
네덜란드 열도,2025-09-01,2025-09,93,184,-91
네덜란드 열도,2025-10-01,2025-10,2,0,2
네덜란드 열도,2025-11-01,2025-11,72,1,71
네덜란드 열도,2025-12-01,2025-12,51,197,-146
네덜란드 열도,2026-01-01,2026-01,8,0,8
네덜란드 열도,2026-02-01,2026-02,14,3,11
네덜란드 열도,2026-03-01,2026-03,28,1,27
네덜란드 열도,2026-04-01,2026-04,14,222,-209
네덜란드 열도,2026-05-01,2026-05,130,0,130
네덜란드 열도,2026-06-01,2026-06,84,238,-154
네덜란드 열도,2026-07-01,2026-07,68,1,67
네팔,2024-01-01,2024-01,2961,501,2460
네팔,2024-02-01,2024-02,14856,580,14276
네팔,2024-03-01,2024-03,3180,587,2593
네팔,2024-04-01,2024-04,2274,479,1795
네팔,2024-05-01,2024-05,1234,399,835
네팔,2024-06-01,2024-06,2248,786,1462
네팔,2024-07-01,2024-07,2429,664,1765
네팔,2024-08-01,2024-08,1642,398,1244
네팔,2024-09-01,2024-09,3360,491,2869
네팔,2024-10-01,2024-10,2405,673,1732
네팔,2024-11-01,2024-11,1362,470,892
네팔,2024-12-01,2024-12,8160,670,7490
네팔,2025-01-01,2025-01,1974,564,1410
네팔,2025-02-01,2025-02,2325,731,1594
네팔,2025-03-01,2025-03,3074,812,2262
네팔,2025-04-01,2025-04,2282,404,1878
네팔,2025-05-01,2025-05,2996,612,2384
네팔,2025-06-01,2025-06,3583,583,3000
네팔,2025-07-01,2025-07,2789,724,2065
네팔,2025-08-01,2025-08,3051,633,2418
네팔,2025-09-01,2025-09,3073,705,2367
네팔,2025-10-01,2025-10,2838,353,2485
네팔,2025-11-01,2025-11,1705,526,1179
네팔,2025-12-01,2025-12,2839,737,2102
네팔,2026-01-01,2026-01,2922,496,2426
네팔,2026-02-01,2026-02,2396,523,1873
네팔,2026-03-01,2026-03,3299,631,2668
네팔,2026-04-01,2026-04,3122,497,2625
네팔,2026-05-01,2026-05,1764,443,1321
네팔,2026-06-01,2026-06,3655,797,2857
네팔,2026-07-01,2026-07,3110,679,2431
노르웨이,2024-01-01,2024-01,33345,101888,-68543
노르웨이,2024-02-01,2024-02,32871,144524,-111653
노르웨이,2024-03-01,2024-03,33610,99660,-66050
노르웨이,2024-04-01,2024-04,24474,103228,-78754
노르웨이,2024-05-01,2024-05,48844,119541,-70697
노르웨이,2024-06-01,2024-06,28316,89746,-61430
노르웨이,2024-07-01,2024-07,28526,96253,-67727
노르웨이,2024-08-01,2024-08,25641,160081,-134440
노르웨이,2024-09-01,2024-09,32245,91025,-58780
노르웨이,2024-10-01,2024-10,35774,100994,-65220
노르웨이,2024-11-01,2024-11,31839,157361,-125522
노르웨이,2024-12-01,2024-12,95573,131830,-36257
노르웨이,2025-01-01,2025-01,34939,124259,-89321
노르웨이,2025-02-01,2025-02,25660,114510,-88850
노르웨이,2025-03-01,2025-03,34932,190755,-155823
노르웨이,2025-04-01,2025-04,44553,195420,-150867
노르웨이,2025-05-01,2025-05,57180,118544,-61364
노르웨이,2025-06-01,2025-06,41251,96901,-55650
노르웨이,2025-07-01,2025-07,48825,107367,-58542
노르웨이,2025-08-01,2025-08,42931,105863,-62932
노르웨이,2025-09-01,2025-09,43568,221912,-178344
노르웨이,2025-10-01,2025-10,49696,109544,-59848
노르웨이,2025-11-01,2025-11,61397,256830,-195432
노르웨이,2025-12-01,2025-12,78190,146920,-68731
노르웨이,2026-01-01,2026-01,44451,103475,-59024
노르웨이,2026-02-01,2026-02,36897,114036,-77139
노르웨이,2026-03-01,2026-03,274184,125227,148957
노르웨이,2026-04-01,2026-04,163174,156970,6204
노르웨이,2026-05-01,2026-05,254826,157862,96964
노르웨이,2026-06-01,2026-06,58616,212029,-153413
노르웨이,2026-07-01,2026-07,91094,123201,-32106
노폴크 아일랜드,2024-01-01,2024-01,0,0,0
노폴크 아일랜드,2024-02-01,2024-02,0,0,0
노폴크 아일랜드,2024-03-01,2024-03,0,0,0
노폴크 아일랜드,2024-04-01,2024-04,0,0,0
노폴크 아일랜드,2024-05-01,2024-05,51,0,51
노폴크 아일랜드,2024-06-01,2024-06,0,0,0
노폴크 아일랜드,2024-07-01,2024-07,0,0,0
노폴크 아일랜드,2024-08-01,2024-08,0,0,0
노폴크 아일랜드,2024-09-01,2024-09,0,0,0
노폴크 아일랜드,2024-10-01,2024-10,0,0,0
노폴크 아일랜드,2024-11-01,2024-11,0,0,0
노폴크 아일랜드,2024-12-01,2024-12,0,0,0
노폴크 아일랜드,2025-01-01,2025-01,0,0,0
노폴크 아일랜드,2025-02-01,2025-02,0,0,0
노폴크 아일랜드,2025-03-01,2025-03,0,0,0
노폴크 아일랜드,2025-04-01,2025-04,0,0,0
노폴크 아일랜드,2025-05-01,2025-05,0,0,0
노폴크 아일랜드,2025-06-01,2025-06,0,0,0
노폴크 아일랜드,2025-07-01,2025-07,0,0,0
노폴크 아일랜드,2025-08-01,2025-08,0,0,0
노폴크 아일랜드,2025-09-01,2025-09,0,0,0
노폴크 아일랜드,2025-10-01,2025-10,0,0,0
노폴크 아일랜드,2025-11-01,2025-11,0,0,0
노폴크 아일랜드,2025-12-01,2025-12,0,0,0
노폴크 아일랜드,2026-01-01,2026-01,0,0,0
노폴크 아일랜드,2026-02-01,2026-02,0,0,0
노폴크 아일랜드,2026-03-01,2026-03,0,0,0
노폴크 아일랜드,2026-04-01,2026-04,0,0,0
노폴크 아일랜드,2026-05-01,2026-05,0,0,0
노폴크 아일랜드,2026-06-01,2026-06,0,0,0
노폴크 아일랜드,2026-07-01,2026-07,0,0,0
뉴 칼레도니아,2024-01-01,2024-01,1236,25238,-24002
뉴 칼레도니아,2024-02-01,2024-02,1026,19460,-18434
뉴 칼레도니아,2024-03-01,2024-03,874,16353,-15479
뉴 칼레도니아,2024-04-01,2024-04,1219,19443,-18224
뉴 칼레도니아,2024-05-01,2024-05,240,22679,-22440
뉴 칼레도니아,2024-06-01,2024-06,1186,4556,-3370
뉴 칼레도니아,2024-07-01,2024-07,1294,19213,-17919
뉴 칼레도니아,2024-08-01,2024-08,852,14128,-13276
뉴 칼레도니아,2024-09-01,2024-09,688,17249,-16561
뉴 칼레도니아,2024-10-01,2024-10,1070,19518,-18448
뉴 칼레도니아,2024-11-01,2024-11,494,36675,-36181
뉴 칼레도니아,2024-12-01,2024-12,818,13480,-12662
뉴 칼레도니아,2025-01-01,2025-01,182,20047,-19866
뉴 칼레도니아,2025-02-01,2025-02,603,4581,-3977
뉴 칼레도니아,2025-03-01,2025-03,542,16743,-16202
뉴 칼레도니아,2025-04-01,2025-04,974,7993,-7020
뉴 칼레도니아,2025-05-01,2025-05,1204,17117,-15913
뉴 칼레도니아,2025-06-01,2025-06,722,35763,-35041
뉴 칼레도니아,2025-07-01,2025-07,1857,18213,-16356
뉴 칼레도니아,2025-08-01,2025-08,11203,12510,-1308
뉴 칼레도니아,2025-09-01,2025-09,1064,16888,-15824
뉴 칼레도니아,2025-10-01,2025-10,972,26656,-25684
뉴 칼레도니아,2025-11-01,2025-11,342,28100,-27758
뉴 칼레도니아,2025-12-01,2025-12,1190,12767,-11576
뉴 칼레도니아,2026-01-01,2026-01,782,17298,-16516
뉴 칼레도니아,2026-02-01,2026-02,883,4418,-3535
뉴 칼레도니아,2026-03-01,2026-03,978,26482,-25504
뉴 칼레도니아,2026-04-01,2026-04,1210,18266,-17056
뉴 칼레도니아,2026-05-01,2026-05,9405,13937,-4532
뉴 칼레도니아,2026-06-01,2026-06,791,16140,-15349
뉴 칼레도니아,2026-07-01,2026-07,2547,25527,-22981
뉴질랜드,2024-01-01,2024-01,196537,152919,43618
뉴질랜드,2024-02-01,2024-02,298715,138858,159857
뉴질랜드,2024-03-01,2024-03,323087,103375,219712
뉴질랜드,2024-04-01,2024-04,251921,202314,49607
뉴질랜드,2024-05-01,2024-05,271123,145054,126069
뉴질랜드,2024-06-01,2024-06,327906,165735,162170
뉴질랜드,2024-07-01,2024-07,348618,152541,196078
뉴질랜드,2024-08-01,2024-08,334948,140594,194353
뉴질랜드,2024-09-01,2024-09,244055,103446,140609
뉴질랜드,2024-10-01,2024-10,314771,127449,187322
뉴질랜드,2024-11-01,2024-11,179468,94439,85029
뉴질랜드,2024-12-01,2024-12,159224,93983,65241
뉴질랜드,2025-01-01,2025-01,139315,102112,37203
뉴질랜드,2025-02-01,2025-02,215911,125459,90452
뉴질랜드,2025-03-01,2025-03,271802,115401,156400
뉴질랜드,2025-04-01,2025-04,237257,203678,33578
뉴질랜드,2025-05-01,2025-05,253753,191358,62395
뉴질랜드,2025-06-01,2025-06,284637,123306,161331
뉴질랜드,2025-07-01,2025-07,280638,179111,101526
뉴질랜드,2025-08-01,2025-08,226689,184061,42629
뉴질랜드,2025-09-01,2025-09,240676,157502,83175
뉴질랜드,2025-10-01,2025-10,336888,112840,224047
뉴질랜드,2025-11-01,2025-11,259383,98243,161140
뉴질랜드,2025-12-01,2025-12,285334,129679,155655
뉴질랜드,2026-01-01,2026-01,323280,151324,171956
뉴질랜드,2026-02-01,2026-02,267382,116194,151188
뉴질랜드,2026-03-01,2026-03,501644,129870,371774
뉴질랜드,2026-04-01,2026-04,294131,198554,95577
뉴질랜드,2026-05-01,2026-05,369372,161081,208291
뉴질랜드,2026-06-01,2026-06,358427,190289,168138
뉴질랜드,2026-07-01,2026-07,414740,163490,251250
니우에,2024-01-01,2024-01,0,32,-32
니우에,2024-02-01,2024-02,0,0,0
니우에,2024-03-01,2024-03,0,0,0
니우에,2024-04-01,2024-04,0,0,0
니우에,2024-05-01,2024-05,0,3,-3
니우에,2024-06-01,2024-06,0,20,-20
니우에,2024-07-01,2024-07,0,10,-10
니우에,2024-08-01,2024-08,0,1,-1
니우에,2024-09-01,2024-09,0,7,-7
니우에,2024-10-01,2024-10,0,58,-58
니우에,2024-11-01,2024-11,0,0,0
니우에,2024-12-01,2024-12,0,3,-3
니우에,2025-01-01,2025-01,0,0,0
니우에,2025-02-01,2025-02,0,0,0
니우에,2025-03-01,2025-03,0,101,-101
니우에,2025-04-01,2025-04,0,21,-21
니우에,2025-05-01,2025-05,0,7,-7
니우에,2025-06-01,2025-06,0,6,-6
니우에,2025-07-01,2025-07,0,62,-62
니우에,2025-08-01,2025-08,0,10,-10
니우에,2025-09-01,2025-09,0,3,-3
니우에,2025-10-01,2025-10,0,2,-2
니우에,2025-11-01,2025-11,0,6,-6
니우에,2025-12-01,2025-12,0,13,-13
니우에,2026-01-01,2026-01,0,11,-11
니우에,2026-02-01,2026-02,0,42,-42
니우에,2026-03-01,2026-03,0,12,-12
니우에,2026-04-01,2026-04,0,117,-117
니우에,2026-05-01,2026-05,0,9,-9
니우에,2026-06-01,2026-06,0,3,-3
니우에,2026-07-01,2026-07,0,54,-54
니제르,2024-01-01,2024-01,1345,34,1311
니제르,2024-02-01,2024-02,154,4,149
니제르,2024-03-01,2024-03,0,1,-1
니제르,2024-04-01,2024-04,7,0,7
니제르,2024-05-01,2024-05,32,0,32
니제르,2024-06-01,2024-06,423,1398,-975
니제르,2024-07-01,2024-07,753,222,531
니제르,2024-08-01,2024-08,43,4,40
니제르,2024-09-01,2024-09,677,0,677
니제르,2024-10-01,2024-10,2079,0,2079
니제르,2024-11-01,2024-11,750,7,743
니제르,2024-12-01,2024-12,53,7,45
니제르,2025-01-01,2025-01,1513,6,1508
니제르,2025-02-01,2025-02,161,0,161
니제르,2025-03-01,2025-03,0,53,-53
니제르,2025-04-01,2025-04,786,86,700
니제르,2025-05-01,2025-05,59,3,57
니제르,2025-06-01,2025-06,18,5,13
니제르,2025-07-01,2025-07,1266,0,1266
니제르,2025-08-01,2025-08,37,43,-6
니제르,2025-09-01,2025-09,37,1329,-1291
니제르,2025-10-01,2025-10,15,13,2
니제르,2025-11-01,2025-11,11,0,10
니제르,2025-12-01,2025-12,92,2,91
니제르,2026-01-01,2026-01,1444,0,1444
니제르,2026-02-01,2026-02,1280,9,1271
니제르,2026-03-01,2026-03,2315,0,2315
니제르,2026-04-01,2026-04,1599,0,1599
니제르,2026-05-01,2026-05,573,85,488
니제르,2026-06-01,2026-06,156,9,147
니제르,2026-07-01,2026-07,823,0,823
니카라과,2024-01-01,2024-01,6856,868,5987
니카라과,2024-02-01,2024-02,4295,1021,3274
니카라과,2024-03-01,2024-03,6648,1176,5472
니카라과,2024-04-01,2024-04,6960,9597,-2638
니카라과,2024-05-01,2024-05,6467,18020,-11553
니카라과,2024-06-01,2024-06,8299,15486,-7188
니카라과,2024-07-01,2024-07,9750,1324,8426
니카라과,2024-08-01,2024-08,7829,1813,6016
니카라과,2024-09-01,2024-09,7216,1258,5958
니카라과,2024-10-01,2024-10,9138,2766,6371
니카라과,2024-11-01,2024-11,6478,1459,5019
니카라과,2024-12-01,2024-12,7224,1393,5831
니카라과,2025-01-01,2025-01,4109,1231,2878
니카라과,2025-02-01,2025-02,5029,6028,-999
니카라과,2025-03-01,2025-03,5119,31663,-26543
니카라과,2025-04-01,2025-04,6954,3373,3581
니카라과,2025-05-01,2025-05,5826,20053,-14227
니카라과,2025-06-01,2025-06,7749,7237,513
니카라과,2025-07-01,2025-07,9623,12159,-2535
니카라과,2025-08-01,2025-08,15148,1097,14052
니카라과,2025-09-01,2025-09,6520,1203,5316
니카라과,2025-10-01,2025-10,4761,2346,2414
니카라과,2025-11-01,2025-11,5804,1056,4748
니카라과,2025-12-01,2025-12,4114,1685,2430
니카라과,2026-01-01,2026-01,3617,1255,2362
니카라과,2026-02-01,2026-02,2250,1864,386
니카라과,2026-03-01,2026-03,6503,1822,4680
니카라과,2026-04-01,2026-04,8048,15535,-7487
니카라과,2026-05-01,2026-05,2594,6755,-4161
니카라과,2026-06-01,2026-06,7571,1693,5878
